lambda																																																												
	NE	Concen	Agree	OM	Extrovert																																																							
	BF1	BF6	RBF11	RBF16	BF21	RBF26	RBF31	RBF36	BF41	BF46	RBF51	BF56	BF2	BF7	RBF12	RBF17	RBF22	BF27	BF32	RBF37	RBF42	RBF47	BF52	BF57	RBF3	RBF8	BF13	BF18	RBF23	RBF28	BF33	BF38	BF43	RBF48	BF53	RBF58	RBF4	RBF9	BF14	BF19	RBF24	RBF29	BF34	BF39	RBF44	RBF49	BF54	BF59	RBF5	BF10	BF15	BF20	RBF25	RBF30	BF35	BF40	RBF45	RBF50	RBF55	BF60
BF1	0.931178178275323																																																											
BF6	0	0.987759303497925																																																										
RBF11	0	0	0.983210386780169																																																									
RBF16	0	0	0	0.935815196163801																																																								
BF21	0	0	0	0	0.938365212285072																																																							
RBF26	0	0	0	0	0	0.977153976396394																																																						
RBF31	0	0	0	0	0	0	0.96091395136236																																																					
RBF36	0	0	0	0	0	0	0	0.961870089432495																																																				
BF41	0	0	0	0	0	0	0	0	0.831214391608248																																																			
BF46	0	0	0	0	0	0	0	0	0	0.946191405008098																																																		
RBF51	0	0	0	0	0	0	0	0	0	0	0.937666663607994																																																	
BF56	0	0	0	0	0	0	0	0	0	0	0	0.921040482916474																																																
BF2	0	0	0	0	0	0	0	0	0	0	0	0	0.904705345794615																																															
BF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.980585890555623																																														
RBF12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99387476949963																																													
RBF17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938265148471874																																												
RBF22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.990072446973513																																											
BF27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.916129503307663																																										
BF32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967507551425496																																									
RBF37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.900037570199887																																								
RBF42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838658344143414																																							
RBF47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88381594530012																																						
BF52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.825151154263377																																					
BF57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.983945393637701																																				
RBF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.972309891644549																																			
RBF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938203453995648																																		
BF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.981889230876065																																	
BF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.957314847830987																																
RBF23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.933499097889821																															
RBF28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.864563520763305																														
BF33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988237088622416																													
BF38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.942127558351109																												
BF43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.966108158250721																											
RBF48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95003551562513																										
BF53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.969754234277011																									
RBF58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.989284426814298																								
RBF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.857044608227126																							
RBF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.970086834565003																						
BF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.969111241405336																					
BF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.957964036959202																				
RBF24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.952001020910419																			
RBF29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90292925378782																		
BF34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.968527573351842																	
BF39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.923864494253147																
RBF44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.916678135960475															
RBF49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.949889314571442														
BF54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.965142834625763													
BF59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.955295525453054												
RBF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.959531608255946											
BF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.905404651809387										
BF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875716083485936									
BF20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.945659318760771								
RBF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.929343201560269							
RBF30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9692044197104						
BF35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.904262961179704					
BF40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.919783529264983				
RBF45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.957824044060959			
RBF50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.965785580850942		
RBF55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978761353471702	
BF60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.915651392136151
																																																												
psi																																																												
	NE	Concen	Agree	OM	Extrovert																																																							
NE	1																																																											
Concen	0.11343068044189	1																																																										
Agree	-0.000447211180971308	-0.0228322661435368	1																																																									
OM	-0.0425349086339594	0.216827726495683	-0.0474633179255549	1																																																								
Extrovert	0.0227821606917707	0.129265579998198	0.117864636765561	0.0327634255799813	1																																																							
																																																												
nu																																																												
	intercept																																																											
BF1	0																																																											
BF6	0																																																											
RBF11	0																																																											
RBF16	0																																																											
BF21	0																																																											
RBF26	0																																																											
RBF31	0																																																											
RBF36	0																																																											
BF41	0																																																											
BF46	0																																																											
RBF51	0																																																											
BF56	0																																																											
BF2	0																																																											
BF7	0																																																											
RBF12	0																																																											
RBF17	0																																																											
RBF22	0																																																											
BF27	0																																																											
BF32	0																																																											
RBF37	0																																																											
RBF42	0																																																											
RBF47	0																																																											
BF52	0																																																											
BF57	0																																																											
RBF3	0																																																											
RBF8	0																																																											
BF13	0																																																											
BF18	0																																																											
RBF23	0																																																											
RBF28	0																																																											
BF33	0																																																											
BF38	0																																																											
BF43	0																																																											
RBF48	0																																																											
BF53	0																																																											
RBF58	0																																																											
RBF4	0																																																											
RBF9	0																																																											
BF14	0																																																											
BF19	0																																																											
RBF24	0																																																											
RBF29	0																																																											
BF34	0																																																											
BF39	0																																																											
RBF44	0																																																											
RBF49	0																																																											
BF54	0																																																											
BF59	0																																																											
RBF5	0																																																											
BF10	0																																																											
BF15	0																																																											
BF20	0																																																											
RBF25	0																																																											
RBF30	0																																																											
BF35	0																																																											
BF40	0																																																											
RBF45	0																																																											
RBF50	0																																																											
RBF55	0																																																											
BF60	0																																																											
																																																												
alpha																																																												
	intercept																																																											
NE	0																																																											
Concen	0																																																											
Agree	0																																																											
OM	0																																																											
Extrovert	0																																																											
																																																												
tau																																																												
	threshold																																																											
BF1|t1	-0.909031813069893																																																											
BF1|t2	-0.301106436125905																																																											
BF1|t3	0.214701568001745																																																											
BF1|t4	0.789191652658223																																																											
BF6|t1	-0.835682872237893																																																											
BF6|t2	-0.266310613204095																																																											
BF6|t3	0.257663436804279																																																											
BF6|t4	0.896473364001916																																																											
RBF11|t1	-0.812217801499913																																																											
RBF11|t2	-0.257663436804279																																																											
RBF11|t3	0.21897866582756																																																											
RBF11|t4	0.818041775912454																																																											
RBF16|t1	-0.812217801499913																																																											
RBF16|t2	-0.249035484376909																																																											
RBF16|t3	0.206159059485273																																																											
RBF16|t4	0.766576531422076																																																											
BF21|t1	-0.909031813069893																																																											
BF21|t2	-0.236128018012006																																																											
BF21|t3	0.270641639775835																																																											
BF21|t4	0.896473364001916																																																											
RBF26|t1	-0.800651662529929																																																											
RBF26|t2	-0.206159059485273																																																											
RBF26|t3	0.274977748969005																																																											
RBF26|t4	0.877896295051229																																																											
RBF31|t1	-0.783500375389774																																																											
RBF31|t2	-0.23183436245301																																																											
RBF31|t3	0.244728490257924																																																											
RBF31|t4	0.859617364241912																																																											
RBF36|t1	-0.853587957511572																																																											
RBF36|t2	-0.336270800886575																																																											
RBF36|t3	0.189118426272792																																																											
RBF36|t4	0.80642124701824																																																											
BF41|t1	-0.829773835328904																																																											
BF41|t2	-0.210428394247925																																																											
BF41|t3	0.327442358294733																																																											
BF41|t4	0.896473364001916																																																											
BF46|t1	-0.783500375389774																																																											
BF46|t2	-0.167894004788105																																																											
BF46|t3	0.270641639775835																																																											
BF46|t4	0.812217801499913																																																											
RBF51|t1	-0.73336911136571																																																											
RBF51|t2	-0.18061896771612																																																											
RBF51|t3	0.314247151633321																																																											
RBF51|t4	0.967421566101701																																																											
BF56|t1	-0.896473364001916																																																											
BF56|t2	-0.292374896226804																																																											
BF56|t3	0.214701568001744																																																											
BF56|t4	0.783500375389774																																																											
BF2|t1	-0.800651662529929																																																											
BF2|t2	-0.23183436245301																																																											
BF2|t3	0.292374896226804																																																											
BF2|t4	0.877896295051228																																																											
BF7|t1	-0.789191652658222																																																											
BF7|t2	-0.189118426272792																																																											
BF7|t3	0.309860993284523																																																											
BF7|t4	0.835682872237892																																																											
RBF12|t1	-0.859617364241911																																																											
RBF12|t2	-0.2533471031358																																																											
RBF12|t3	0.292374896226804																																																											
RBF12|t4	0.841621233572914																																																											
RBF17|t1	-0.954165253146194																																																											
RBF17|t2	-0.314247151633321																																																											
RBF17|t3	0.142523312437514																																																											
RBF17|t4	0.755415026360469																																																											
RBF22|t1	-0.841621233572914																																																											
RBF22|t2	-0.236128018012006																																																											
RBF22|t3	0.323037731981826																																																											
RBF22|t4	0.789191652658222																																																											
BF27|t1	-0.829773835328904																																																											
BF27|t2	-0.227544976641149																																																											
BF27|t3	0.206159059485273																																																											
BF27|t4	0.777834363780344																																																											
BF32|t1	-0.841621233572914																																																											
BF32|t2	-0.331853346436817																																																											
BF32|t3	0.155196171189194																																																											
BF32|t4	0.722479051928063																																																											
RBF37|t1	-1.0222413874779																																																											
RBF37|t2	-0.28801751256364																																																											
RBF37|t3	0.296737838259898																																																											
RBF37|t4	0.783500375389774																																																											
RBF42|t1	-0.766576531422076																																																											
RBF42|t2	-0.172132537454328																																																											
RBF42|t3	0.28366559060135																																																											
RBF42|t4	0.93458929107348																																																											
RBF47|t1	-0.88405473468754																																																											
RBF47|t2	-0.301106436125905																																																											
RBF47|t3	0.23183436245301																																																											
RBF47|t4	0.80642124701824																																																											
BF52|t1	-0.794908607932186																																																											
BF52|t2	-0.163658486233141																																																											
BF52|t3	0.394335532100823																																																											
BF52|t4	0.859617364241911																																																											
BF57|t1	-0.800651662529929																																																											
BF57|t2	-0.323037731981826																																																											
BF57|t3	0.193373245892604																																																											
BF57|t4	0.777834363780343																																																											
RBF3|t1	-0.859617364241911																																																											
RBF3|t2	-0.301106436125905																																																											
RBF3|t3	0.223259773328092																																																											
RBF3|t4	0.818041775912454																																																											
RBF8|t1	-0.909031813069893																																																											
RBF8|t2	-0.301106436125905																																																											
RBF8|t3	0.18061896771612																																																											
RBF8|t4	0.706302562840088																																																											
BF13|t1	-0.859617364241912																																																											
BF13|t2	-0.314247151633321																																																											
BF13|t3	0.23183436245301																																																											
BF13|t4	0.829773835328904																																																											
BF18|t1	-0.902734791643865																																																											
BF18|t2	-0.314247151633321																																																											
BF18|t3	0.184867027619442																																																											
BF18|t4	0.783500375389774																																																											
RBF23|t1	-0.88405473468754																																																											
RBF23|t2	-0.296737838259898																																																											
RBF23|t3	0.21897866582756																																																											
RBF23|t4	0.800651662529929																																																											
RBF28|t1	-0.859617364241911																																																											
RBF28|t2	-0.28801751256364																																																											
RBF28|t3	0.244728490257924																																																											
RBF28|t4	0.777834363780344																																																											
BF33|t1	-0.847589423357864																																																											
BF33|t2	-0.201893479141851																																																											
BF33|t3	0.309860993284523																																																											
BF33|t4	0.941074530352976																																																											
BF38|t1	-0.706302562840088																																																											
BF38|t2	-0.138304207961405																																																											
BF38|t3	0.279319034447454																																																											
BF38|t4	0.800651662529929																																																											
BF43|t1	-0.921735292817943																																																											
BF43|t2	-0.336270800886575																																																											
BF43|t3	0.193373245892604																																																											
BF43|t4	0.789191652658222																																																											
RBF48|t1	-0.890246887270381																																																											
RBF48|t2	-0.266310613204095																																																											
RBF48|t3	0.210428394247925																																																											
RBF48|t4	0.818041775912454																																																											
BF53|t1	-0.744346846844718																																																											
BF53|t2	-0.163658486233141																																																											
BF53|t3	0.314247151633321																																																											
BF53|t4	0.954165253146194																																																											
RBF58|t1	-0.789191652658222																																																											
RBF58|t2	-0.138304207961404																																																											
RBF58|t3	0.345125531470472																																																											
RBF58|t4	0.865678184456376																																																											
RBF4|t1	-0.859617364241911																																																											
RBF4|t2	-0.270641639775835																																																											
RBF4|t3	0.292374896226804																																																											
RBF4|t4	0.941074530352976																																																											
RBF9|t1	-0.777834363780343																																																											
RBF9|t2	-0.227544976641149																																																											
RBF9|t3	0.28801751256364																																																											
RBF9|t4	0.902734791643865																																																											
BF14|t1	-0.859617364241911																																																											
BF14|t2	-0.28801751256364																																																											
BF14|t3	0.244728490257924																																																											
BF14|t4	0.877896295051229																																																											
BF19|t1	-0.812217801499913																																																											
BF19|t2	-0.270641639775835																																																											
BF19|t3	0.266310613204095																																																											
BF19|t4	0.829773835328904																																																											
RBF24|t1	-0.766576531422076																																																											
RBF24|t2	-0.21897866582756																																																											
RBF24|t3	0.279319034447455																																																											
RBF24|t4	0.847589423357864																																																											
RBF29|t1	-0.760983928488951																																																											
RBF29|t2	-0.193373245892604																																																											
RBF29|t3	0.336270800886575																																																											
RBF29|t4	0.896473364001916																																																											
BF34|t1	-0.921735292817943																																																											
BF34|t2	-0.274977748969005																																																											
BF34|t3	0.240426031142308																																																											
BF34|t4	0.835682872237893																																																											
BF39|t1	-0.755415026360469																																																											
BF39|t2	-0.261984576300073																																																											
BF39|t3	0.236128018012005																																																											
BF39|t4	0.884054734687539																																																											
RBF44|t1	-0.783500375389774																																																											
RBF44|t2	-0.279319034447454																																																											
RBF44|t3	0.2533471031358																																																											
RBF44|t4	0.853587957511572																																																											
RBF49|t1	-0.823893630338558																																																											
RBF49|t2	-0.201893479141851																																																											
RBF49|t3	0.257663436804279																																																											
RBF49|t4	0.818041775912454																																																											
BF54|t1	-0.841621233572914																																																											
BF54|t2	-0.249035484376909																																																											
BF54|t3	0.279319034447455																																																											
BF54|t4	0.877896295051229																																																											
BF59|t1	-0.954165253146194																																																											
BF59|t2	-0.2533471031358																																																											
BF59|t3	0.261984576300073																																																											
BF59|t4	0.800651662529929																																																											
RBF5|t1	-0.896473364001916																																																											
RBF5|t2	-0.336270800886575																																																											
RBF5|t3	0.206159059485273																																																											
RBF5|t4	0.818041775912454																																																											
BF10|t1	-0.853587957511572																																																											
BF10|t2	-0.336270800886575																																																											
BF10|t3	0.261984576300073																																																											
BF10|t4	0.877896295051228																																																											
BF15|t1	-0.772193214188685																																																											
BF15|t2	-0.21897866582756																																																											
BF15|t3	0.201893479141851																																																											
BF15|t4	0.755415026360469																																																											
BF20|t1	-0.921735292817943																																																											
BF20|t2	-0.309860993284523																																																											
BF20|t3	0.236128018012006																																																											
BF20|t4	0.818041775912454																																																											
RBF25|t1	-0.947599593247138																																																											
RBF25|t2	-0.323037731981826																																																											
RBF25|t3	0.223259773328092																																																											
RBF25|t4	0.823893630338557																																																											
RBF30|t1	-0.909031813069893																																																											
RBF30|t2	-0.336270800886575																																																											
RBF30|t3	0.184867027619443																																																											
RBF30|t4	0.738846849185214																																																											
BF35|t1	-0.896473364001916																																																											
BF35|t2	-0.274977748969005																																																											
BF35|t3	0.236128018012005																																																											
BF35|t4	0.884054734687539																																																											
BF40|t1	-0.80642124701824																																																											
BF40|t2	-0.257663436804279																																																											
BF40|t3	0.21897866582756																																																											
BF40|t4	0.818041775912454																																																											
RBF45|t1	-0.760983928488951																																																											
RBF45|t2	-0.214701568001744																																																											
RBF45|t3	0.2533471031358																																																											
RBF45|t4	0.823893630338558																																																											
RBF50|t1	-0.755415026360469																																																											
RBF50|t2	-0.23183436245301																																																											
RBF50|t3	0.227544976641149																																																											
RBF50|t4	0.777834363780343																																																											
RBF55|t1	-0.841621233572914																																																											
RBF55|t2	-0.23183436245301																																																											
RBF55|t3	0.345125531470472																																																											
RBF55|t4	0.871770972189959																																																											
BF60|t1	-0.941074530352976																																																											
BF60|t2	-0.249035484376909																																																											
BF60|t3	0.2533471031358																																																											
BF60|t4	0.841621233572914																																																											
																																																												
delta																																																												
	scales																																																											
BF1	1																																																											
BF6	1																																																											
RBF11	1																																																											
RBF16	1																																																											
BF21	1																																																											
RBF26	1																																																											
RBF31	1																																																											
RBF36	1																																																											
BF41	1																																																											
BF46	1																																																											
RBF51	1																																																											
BF56	1																																																											
BF2	1																																																											
BF7	1																																																											
RBF12	1																																																											
RBF17	1																																																											
RBF22	1																																																											
BF27	1																																																											
BF32	1																																																											
RBF37	1																																																											
RBF42	1																																																											
RBF47	1																																																											
BF52	1																																																											
BF57	1																																																											
RBF3	1																																																											
RBF8	1																																																											
BF13	1																																																											
BF18	1																																																											
RBF23	1																																																											
